int.rate,fico,not.fully.paid
0.1146,717,0
0.102,757,0
0.1209,687,0
0.1146,687,0
0.1146,707,0
0.1367,662,0
0.162,662,0
0.1272,677,0
0.1493,667,0
0.1051,722,0
0.0907,792,0
0.0938,747,0
0.1588,662,0
0.1114,712,0
0.1304,692,0
0.1367,712,0
0.1209,682,0
0.0737,772,0
0.1336,712,1
0.1493,672,1
0.1146,807,0
0.1083,717,0
0.1399,677,0
0.1146,697,1
0.1557,667,0
0.1051,742,0
0.1379,667,0
0.1083,742,0
0.1083,712,0
0.102,732,0
0.1083,722,0
0.1209,717,0
0.0768,752,0
0.1588,672,0
0.102,722,0
0.0938,737,0
0.1241,682,0
0.102,747,0
0.1114,692,1
0.1241,702,0
0.1715,667,0
0.0938,727,0
0.1083,697,0
0.1178,687,0
0.1178,702,0
0.1114,727,0
0.1051,827,0
0.1221,742,0
0.1367,692,0
0.1525,702,0
0.1557,662,0
0.1272,682,0
0.1241,787,0
0.08,772,0
0.1114,717,0
0.1178,687,0
0.1209,687,0
0.1209,697,0
0.0768,782,0
0.0938,782,0
0.1304,722,0
0.1083,722,0
0.1209,702,0
0.0938,732,0
0.1209,697,1
0.1336,682,0
0.1304,672,0
0.1304,712,0
0.0938,752,0
0.08,747,0
0.143,692,1
0.1241,672,1
0.1178,687,1
0.1272,672,0
0.0907,807,0
0.1588,697,0
0.08,747,0
0.1051,707,0
0.1272,692,0
0.0938,732,0
0.1367,677,0
0.1568,672,0
0.0938,772,0
0.1083,722,0
0.1304,682,0
0.1178,712,0
0.0988,732,0
0.1083,697,0
0.1557,662,0
0.1083,742,0
0.1126,712,1
0.102,732,0
0.143,687,0
0.1083,762,0
0.1272,692,0
0.102,737,0
0.1146,707,0
0.1209,692,0
0.1209,747,0
0.1272,692,0
0.0907,742,0
0.1178,807,0
0.0938,762,0
0.1178,692,0
0.1336,682,0
0.102,767,1
0.1146,692,1
0.1525,682,0
0.1715,667,1
0.0938,747,0
0.0938,782,0
0.1221,687,1
0.1209,692,0
0.08,752,0
0.1253,697,0
0.1062,782,0
0.1746,662,1
0.1209,682,0
0.1367,667,0
0.1083,747,1
0.0938,767,0
0.0932,772,0
0.1304,667,0
0.1241,707,0
0.1178,717,1
0.1178,707,0
0.1304,672,0
0.1146,707,0
0.0907,732,0
0.1051,712,1
0.0938,742,0
0.1272,687,0
0.08,742,0
0.1189,687,1
0.1442,692,0
0.1411,682,0
0.1253,707,0
0.1221,707,0
0.1505,677,0
0.1316,697,0
0.1221,712,0
0.0768,787,0
0.0938,742,0
0.16,667,0
0.1411,687,0
0.0932,742,0
0.1189,687,0
0.1221,697,0
0.0932,752,0
0.1158,722,0
0.0963,772,0
0.0932,777,0
0.1221,752,0
0.0932,737,0
0.1284,707,0
0.1189,717,0
0.1158,757,0
0.1379,682,1
0.1316,702,0
0.1158,712,0
0.1158,742,0
0.1442,692,0
0.1095,722,0
0.0932,737,0
0.1442,702,1
0.1568,712,0
0.0963,722,0
0.1158,712,0
0.1253,707,0
0.1253,717,0
0.0963,712,0
0.1284,702,0
0.1347,712,0
0.1221,727,0
0.1695,672,0
0.1505,662,0
0.1221,742,0
0.0963,737,0
0.1221,707,0
0.1505,682,0
0.1442,702,0
0.1221,712,0
0.1221,692,0
0.08,787,0
0.1568,667,1
0.1126,762,1
0.1442,677,1
0.1284,727,1
0.1411,707,1
0.0788,737,1
0.1284,672,0
0.0963,727,0
0.08,797,0
0.0932,757,0
0.1221,792,1
0.1189,752,0
0.16,662,0
0.1568,662,0
0.1505,667,0
0.1253,727,0
0.1221,697,0
0.1221,702,0
0.1126,732,0
0.1158,707,0
0.1474,672,1
0.1316,702,1
0.1411,682,1
0.1126,717,1
0.1158,712,0
0.0932,752,0
0.0963,727,0
0.0963,747,0
0.1316,672,0
0.1221,692,0
0.1095,792,0
0.1695,687,0
0.1347,692,0
0.1126,727,0
0.1126,747,0
0.1284,762,0
0.1474,727,0
0.0963,742,0
0.1126,762,0
0.1158,717,0
0.1095,732,0
0.1442,677,0
0.1095,707,0
0.1347,672,1
0.0932,757,0
0.06,742,0
0.1253,692,0
0.1284,722,0
0.0963,797,0
0.0932,797,0
0.1287,692,0
0.1505,667,0
0.1126,727,0
0.1095,712,0
0.1189,732,0
0.1158,727,0
0.1347,692,0
0.1316,687,0
0.1347,672,0
0.1367,692,1
0.1114,762,0
0.1379,667,0
0.1379,692,0
0.0932,757,0
0.0932,782,0
0.0932,737,0
0.1158,732,1
0.0963,732,0
0.1126,742,0
0.1316,682,0
0.1253,707,0
0.1253,682,0
0.08,737,0
0.1379,667,0
0.1189,692,0
0.0932,752,0
0.0932,807,0
0.1316,697,0
0.0963,727,0
0.1189,717,0
0.1221,707,0
0.1253,677,0
0.1284,697,0
0.1221,722,0
0.0932,737,0
0.1411,667,0
0.1253,677,1
0.1095,727,0
0.1221,712,0
0.0963,727,0
0.0932,757,0
0.1126,722,0
0.1114,727,0
0.1474,667,0
0.08,732,0
0.08,752,0
0.0932,722,0
0.1411,672,0
0.1316,687,0
0.0932,767,0
0.1284,682,0
0.1221,712,0
0.1284,697,0
0.1189,702,0
0.08,737,1
0.1284,697,0
0.1158,697,0
0.1126,712,1
0.1347,692,0
0.1411,662,0
0.1537,672,0
0.1221,732,0
0.1189,717,0
0.1158,717,0
0.0963,812,0
0.0932,747,0
0.1095,732,0
0.08,752,0
0.1442,677,0
0.1505,682,0
0.1158,727,1
0.1632,662,0
0.1126,722,0
0.1221,692,0
0.0751,782,0
0.1221,707,0
0.1158,722,0
0.1474,672,0
0.0932,787,0
0.0932,782,0
0.1411,682,0
0.1284,697,0
0.0768,822,1
0.0963,737,1
0.1189,707,1
0.1253,682,0
0.1126,727,0
0.1126,722,0
0.1253,697,0
0.1095,722,0
0.1253,702,0
0.1347,712,0
0.1505,667,0
0.1095,717,0
0.1357,677,0
0.1253,687,1
0.1126,722,0
0.0932,727,0
0.0963,737,1
0.1316,697,0
0.1158,797,0
0.1126,757,0
0.1284,682,0
0.0768,777,0
0.1422,702,0
0.1505,662,1
0.0963,727,0
0.1189,692,1
0.0932,727,1
0.1505,667,1
0.1316,687,1
0.1158,702,0
0.0963,732,0
0.0963,722,0
0.0963,732,1
0.1253,687,1
0.1158,712,1
0.0768,782,0
0.1347,687,0
0.1411,672,0
0.1253,707,0
0.1189,702,0
0.0932,762,0
0.1474,672,1
0.1442,697,0
0.1189,707,0
0.1379,722,0
0.08,732,0
0.1347,702,0
0.1316,682,0
0.1505,667,0
0.1442,667,0
0.1126,722,0
0.1158,702,0
0.0963,742,0
0.1221,712,0
0.0932,752,0
0.1505,662,0
0.1316,697,0
0.1189,697,0
0.1253,687,0
0.08,742,0
0.1411,672,0
0.1379,682,0
0.1189,757,0
0.0932,797,0
0.1095,777,0
0.1474,662,0
0.0963,772,1
0.1379,712,0
0.1221,677,1
0.1095,757,0
0.1442,677,0
0.1411,672,0
0.1474,667,0
0.1221,702,0
0.1221,692,0
0.0932,737,0
0.0963,727,0
0.1158,712,0
0.1221,697,0
0.0963,742,0
0.1189,702,0
0.1379,682,0
0.1284,682,0
0.1158,727,1
0.1379,687,0
0.1126,792,0
0.1347,687,0
0.0963,727,0
0.1347,677,0
0.1347,687,0
0.1442,662,0
0.1379,692,0
0.1379,662,0
0.0932,792,0
0.1253,702,0
0.1537,667,1
0.1189,717,0
0.1316,687,0
0.1095,762,1
0.1411,667,0
0.08,807,0
0.1411,702,0
0.0963,817,0
0.0932,747,0
0.1221,707,0
0.1221,712,0
0.1126,722,0
0.1442,677,0
0.1158,727,0
0.08,772,0
0.1158,727,0
0.1126,772,0
0.1347,672,0
0.1632,662,1
0.1218,697,0
0.1505,677,0
0.1379,682,0
0.0963,777,0
0.1189,717,1
0.1189,717,0
0.0963,812,0
0.1158,727,0
0.1474,677,1
0.0932,732,0
0.0932,752,0
0.1316,752,0
0.1632,672,0
0.1411,682,1
0.0932,767,0
0.1347,692,0
0.1347,692,0
0.1253,747,0
0.1537,677,0
0.1095,732,0
0.1253,722,0
0.1442,682,1
0.1284,702,0
0.1158,722,0
0.0768,752,0
0.0963,732,0
0.1411,677,0
0.1411,682,0
0.1189,717,0
0.0963,782,0
0.0963,727,0
0.08,762,0
0.1221,712,0
0.1568,667,0
0.1474,672,0
0.1347,692,0
0.1505,667,0
0.1663,662,0
0.16,677,0
0.1316,707,0
0.1379,687,0
0.1189,717,0
0.1442,687,0
0.1347,687,0
0.08,752,0
0.1253,712,0
0.0768,802,0
0.1284,697,0
0.1316,702,0
0.0932,732,0
0.1095,722,0
0.1442,702,0
0.1158,742,0
0.1126,742,0
0.1568,682,0
0.0963,782,0
0.1284,702,0
0.16,662,0
0.1442,682,0
0.1411,692,0
0.1095,752,0
0.1568,692,0
0.1158,732,0
0.1347,702,0
0.1695,682,0
0.1442,682,0
0.1253,692,0
0.0963,737,0
0.1347,702,0
0.1537,662,0
0.1379,767,0
0.0932,777,0
0.1347,682,0
0.1411,687,0
0.1095,717,0
0.1537,677,0
0.08,767,0
0.1126,737,0
0.1726,672,0
0.1253,712,0
0.1411,692,1
0.1505,672,0
0.1442,682,1
0.1379,687,0
0.08,797,0
0.0963,727,0
0.1253,722,1
0.08,817,0
0.1253,727,0
0.1189,747,0
0.1347,762,0
0.0963,752,0
0.1189,752,0
0.1537,667,0
0.1253,732,0
0.1189,782,0
0.1316,702,0
0.0768,777,0
0.1411,667,1
0.08,757,0
0.1221,712,0
0.1316,707,0
0.1316,702,1
0.1189,787,0
0.1442,707,0
0.16,662,0
0.08,777,0
0.1316,717,0
0.1442,732,0
0.1568,692,0
0.0963,787,0
0.1253,732,0
0.1221,747,0
0.1411,672,0
0.1632,687,0
0.1347,712,0
0.1695,662,0
0.1284,687,1
0.1379,702,1
0.1284,712,0
0.1442,687,0
0.1474,672,0
0.1853,662,0
0.1189,752,0
0.1221,717,1
0.1253,747,0
0.0963,762,0
0.1221,712,0
0.1316,692,1
0.1474,697,0
0.0963,772,0
0.1347,702,1
0.1695,662,1
0.1442,682,0
0.1347,682,0
0.1316,697,1
0.1284,732,0
0.1253,712,0
0.1537,667,0
0.1379,707,0
0.1568,682,0
0.0737,777,0
0.1379,707,0
0.1379,752,0
0.1284,727,0
0.0963,802,0
0.1189,737,0
0.1379,682,0
0.0932,742,0
0.1348,702,0
0.0963,727,0
0.1474,702,0
0.0932,757,0
0.1284,707,0
0.1505,682,0
0.1284,757,0
0.0963,732,0
0.16,662,0
0.1695,662,0
0.08,737,0
0.1316,717,0
0.08,767,0
0.1189,727,0
0.1284,707,0
0.1568,672,1
0.0963,777,0
0.1189,747,0
0.1568,667,0
0.1392,682,1
0.0737,782,0
0.0963,717,0
0.1379,697,1
0.1347,682,1
0.1253,722,0
0.1442,682,0
0.1442,697,0
0.0963,772,0
0.1537,667,0
0.1379,697,0
0.1253,702,0
0.1347,687,0
0.1411,692,0
0.1568,677,0
0.1253,717,0
0.16,672,0
0.0963,747,0
0.1505,677,1
0.1284,722,0
0.1442,687,0
0.1537,692,0
0.0963,732,0
0.08,762,0
0.08,802,0
0.1442,677,0
0.1411,677,0
0.0963,752,1
0.1695,677,0
0.1347,697,1
0.0963,752,0
0.1531,682,0
0.0963,727,0
0.0932,727,0
0.1411,682,0
0.16,667,0
0.1287,702,0
0.0963,777,0
0.0963,722,0
0.1284,722,0
0.1347,697,1
0.1347,687,0
0.1284,707,0
0.1379,672,0
0.08,762,0
0.08,757,0
0.1189,722,1
0.1316,742,0
0.0932,752,0
0.0768,777,0
0.1411,702,0
0.08,802,0
0.1189,757,0
0.1189,707,0
0.1189,752,0
0.1505,677,0
0.1347,707,0
0.1189,722,0
0.1411,677,0
0.1474,682,0
0.0963,762,0
0.1442,692,0
0.1221,767,0
0.1635,662,0
0.1189,737,0
0.0963,717,0
0.1221,707,0
0.1189,732,0
0.179,672,0
0.1663,667,1
0.1347,692,0
0.1347,707,0
0.1221,777,0
0.1316,687,0
0.1505,692,0
0.1379,692,0
0.1474,677,0
0.1189,727,1
0.1632,667,0
0.1379,687,0
0.1474,687,0
0.1505,692,0
0.1253,732,0
0.1284,707,0
0.1347,707,1
0.1347,687,0
0.0963,722,0
0.1568,677,0
0.1189,717,0
0.1189,747,0
0.0963,797,0
0.08,782,0
0.1189,707,1
0.08,802,1
0.1505,662,0
0.0963,747,0
0.1253,717,0
0.1189,742,1
0.1505,667,1
0.16,672,0
0.1316,717,0
0.1347,697,0
0.1221,802,0
0.1505,667,0
0.1505,682,1
0.1347,682,0
0.1537,687,0
0.0932,762,0
0.1221,732,0
0.0932,727,0
0.1442,687,1
0.1253,702,0
0.0963,717,0
0.0768,787,0
0.0768,777,0
0.1221,737,0
0.1284,717,0
0.1442,672,0
0.1695,677,0
0.1221,717,0
0.16,667,0
0.0963,797,0
0.0963,722,0
0.0932,727,0
0.1758,667,0
0.1411,697,0
0.1284,717,0
0.1221,717,0
0.1632,667,1
0.1474,677,0
0.0963,732,0
0.1284,732,0
0.1663,692,0
0.1379,692,0
0.1221,747,0
0.0963,722,0
0.1537,687,0
0.1253,712,0
0.1316,717,0
0.1442,677,0
0.0737,777,0
0.0932,737,0
0.0768,787,0
0.1379,737,0
0.08,792,0
0.1284,747,0
0.1284,692,0
0.1253,707,0
0.1189,712,0
0.1347,687,0
0.1347,702,0
0.1442,672,0
0.1221,712,0
0.1316,697,0
0.0963,767,0
0.0963,727,0
0.1843,697,0
0.1284,712,0
0.0963,737,0
0.1379,687,0
0.1347,712,0
0.1284,727,0
0.1379,682,0
0.16,667,0
0.1505,677,0
0.0932,762,0
0.1411,702,0
0.1379,682,0
0.0963,752,1
0.0963,742,0
0.0932,752,0
0.0932,777,0
0.1505,672,1
0.0963,762,0
0.1632,667,0
0.1537,702,0
0.1568,667,0
0.1442,672,1
0.1316,712,1
0.1253,722,0
0.1347,697,0
0.1411,677,0
0.1316,702,0
0.1379,702,1
0.0768,767,0
0.1474,677,0
0.1253,697,0
0.1221,722,0
0.1253,747,0
0.0737,772,0
0.1474,687,0
0.1442,697,0
0.1695,667,0
0.1221,742,0
0.1379,692,0
0.0932,762,0
0.1505,697,1
0.1821,672,0
0.1442,692,0
0.1853,672,0
0.1253,737,0
0.1284,787,0
0.1221,762,0
0.1253,702,0
0.1379,682,0
0.1221,747,0
0.1442,712,0
0.1379,702,1
0.1379,687,0
0.1632,667,0
0.1221,727,0
0.1347,687,0
0.08,752,0
0.1347,707,0
0.0768,797,0
0.1537,672,0
0.0932,757,1
0.1411,712,0
0.1411,677,1
0.1148,712,1
0.0963,752,0
0.0963,727,0
0.0963,717,0
0.1316,687,0
0.1284,717,0
0.1411,697,1
0.1379,702,0
0.0932,737,0
0.16,667,0
0.0932,737,0
0.1284,697,1
0.1663,672,0
0.1442,692,0
0.1221,707,1
0.0963,717,0
0.0932,742,1
0.1316,702,0
0.1411,672,0
0.1221,772,0
0.1189,752,1
0.1505,692,0
0.0768,767,0
0.1284,762,0
0.0963,737,0
0.1442,697,0
0.1284,712,0
0.0932,747,0
0.1189,712,0
0.1505,677,0
0.1379,687,0
0.1537,677,0
0.1284,702,0
0.0963,742,0
0.1221,737,0
0.1253,702,0
0.1379,687,1
0.0737,777,0
0.1347,687,0
0.1663,667,1
0.1474,682,0
0.1284,687,0
0.1442,672,0
0.1411,682,0
0.1568,672,0
0.1253,697,0
0.1284,682,0
0.1316,712,0
0.0932,727,0
0.1568,677,0
0.1411,677,0
0.1253,727,0
0.0932,742,0
0.1347,687,0
0.1284,692,0
0.1253,712,1
0.1284,767,1
0.08,767,1
0.1316,692,1
0.1316,697,0
0.1316,717,0
0.1632,662,0
0.1347,692,0
0.1379,682,0
0.08,737,0
0.1411,682,0
0.1505,667,0
0.0963,747,0
0.1316,737,0
0.08,767,0
0.1474,662,0
0.0963,742,0
0.1474,677,1
0.1347,692,0
0.08,792,0
0.1474,692,0
0.1316,717,0
0.0963,782,0
0.0932,742,0
0.1221,712,0
0.1442,707,0
0.1474,672,0
0.1189,732,0
0.1347,762,0
0.0932,742,0
0.1183,712,0
0.1189,792,0
0.0932,732,1
0.1284,692,0
0.0932,777,0
0.1442,687,0
0.0963,787,0
0.08,822,0
0.1379,712,0
0.1474,702,0
0.1379,702,0
0.1316,692,0
0.1474,672,0
0.1442,722,0
0.1284,722,0
0.0768,772,0
0.1253,717,0
0.1726,662,0
0.1505,662,0
0.1316,717,0
0.1379,687,0
0.1347,732,1
0.1221,717,0
0.1442,687,0
0.0737,772,0
0.1632,667,0
0.074,822,0
0.1411,687,0
0.1284,717,0
0.1347,692,0
0.1379,707,0
0.1347,757,0
0.0932,727,0
0.1568,667,0
0.0963,762,1
0.08,752,1
0.1474,697,0
0.1253,732,0
0.0768,782,0
0.1537,662,0
0.0963,747,1
0.1347,677,0
0.1726,667,0
0.1474,677,0
0.08,742,0
0.1379,682,0
0.0768,752,0
0.1253,702,0
0.1632,682,0
0.1347,702,0
0.1347,702,0
0.1284,702,0
0.08,747,0
0.1284,692,0
0.1505,687,0
0.1095,692,0
0.1411,682,0
0.1095,692,1
0.1474,682,0
0.1537,712,0
0.1474,672,0
0.1505,682,0
0.1347,707,0
0.1411,767,1
0.1347,697,0
0.0737,782,0
0.0963,727,0
0.08,737,0
0.0963,742,0
0.08,807,0
0.1221,702,0
0.0963,742,0
0.0932,762,0
0.1347,687,0
0.1284,702,0
0.1379,682,0
0.1316,692,0
0.0932,742,0
0.1379,682,0
0.1221,737,0
0.0963,742,0
0.1253,727,1
0.16,677,0
0.1379,692,0
0.16,662,0
0.1148,712,1
0.1189,722,0
0.1505,672,0
0.0737,772,0
0.1316,722,0
0.1379,682,0
0.1474,672,0
0.1253,717,0
0.1189,752,0
0.1695,687,0
0.0963,772,0
0.1347,697,0
0.08,772,0
0.0963,732,0
0.08,787,0
0.1316,687,0
0.1316,702,0
0.0737,732,0
0.0768,752,0
0.16,662,0
0.0932,747,0
0.1411,682,0
0.1221,762,0
0.1635,697,0
0.1316,772,0
0.1221,717,0
0.1537,667,0
0.0768,777,0
0.08,717,0
0.1347,742,0
0.1284,747,0
0.1189,732,0
0.1316,677,0
0.1316,732,1
0.1379,692,0
0.1347,702,0
0.0737,727,0
0.08,787,0
0.0963,807,0
0.1253,672,1
0.1253,762,0
0.1537,667,0
0.1253,792,0
0.1316,722,0
0.1253,712,0
0.1379,712,0
0.0963,732,0
0.1568,682,1
0.1663,677,0
0.1442,682,1
0.08,757,0
0.1411,682,0
0.1253,717,1
0.1189,722,0
0.16,712,0
0.1474,672,0
0.1284,717,0
0.0963,732,1
0.1379,687,0
0.1474,672,0
0.1442,677,0
0.1253,697,0
0.1411,682,0
0.0963,762,0
0.1537,667,0
0.1316,722,0
0.1411,707,1
0.1411,697,0
0.1758,667,0
0.1189,722,0
0.1663,672,0
0.1221,712,0
0.1189,732,0
0.1411,677,0
0.0932,747,1
0.1284,722,0
0.1221,677,0
0.0932,787,0
0.1411,702,0
0.1221,752,0
0.1426,682,1
0.0963,737,0
0.16,667,0
0.16,687,1
0.1663,667,0
0.1505,682,0
0.1474,682,0
0.1253,762,0
0.1442,697,0
0.1316,697,1
0.0737,727,1
0.08,752,0
0.1347,727,0
0.0963,727,0
0.1189,727,0
0.1474,667,1
0.0932,737,0
0.1189,757,0
0.1426,737,1
0.0768,757,0
0.0737,742,0
0.0963,787,0
0.1316,702,0
0.0932,782,0
0.1253,787,1
0.1189,727,0
0.1568,672,1
0.1347,697,0
0.1284,682,0
0.1316,707,0
0.08,772,0
0.1379,697,1
0.0963,802,0
0.0963,722,0
0.1632,672,0
0.1221,747,0
0.1568,662,0
0.0768,737,0
0.1221,787,0
0.0932,732,1
0.0932,737,0
0.1505,672,0
0.1568,757,0
0.1411,707,0
0.1253,732,0
0.1221,742,0
0.1253,707,0
0.1316,702,0
0.1347,687,1
0.1474,672,1
0.08,742,0
0.08,727,0
0.1284,772,0
0.1474,687,0
0.1568,677,0
0.0963,737,0
0.1632,662,0
0.08,757,0
0.1316,697,0
0.1568,662,0
0.1316,727,1
0.1221,752,0
0.1821,662,0
0.1189,722,0
0.16,662,0
0.1284,717,0
0.1347,707,0
0.1221,717,1
0.08,777,0
0.08,782,0
0.1284,757,0
0.1505,752,0
0.1316,732,1
0.0768,722,1
0.0963,807,0
0.08,757,0
0.1347,697,0
0.0963,757,0
0.1632,692,0
0.1411,677,1
0.1347,722,1
0.0963,737,0
0.1505,687,1
0.1221,772,0
0.1284,687,0
0.1347,732,0
0.1284,717,0
0.0963,742,0
0.1442,697,0
0.08,757,0
0.1221,782,0
0.1537,672,1
0.1474,677,0
0.0932,747,0
0.0932,777,0
0.1284,787,0
0.1726,692,1
0.1442,697,0
0.1221,742,0
0.1411,682,0
0.1632,662,0
0.1379,697,0
0.0963,757,0
0.1474,697,0
0.06,727,0
0.1695,662,0
0.1379,692,0
0.1218,712,0
0.1347,692,0
0.0963,802,0
0.1284,702,0
0.1253,722,1
0.1496,662,0
0.1347,707,0
0.1505,667,0
0.0932,747,0
0.0932,777,0
0.1253,707,0
0.1221,782,0
0.1505,672,0
0.1442,677,0
0.1505,672,1
0.1253,702,1
0.1126,747,0
0.1316,727,0
0.1347,687,0
0.1505,667,0
0.1411,682,1
0.1347,692,0
0.1347,737,0
0.1379,707,0
0.1442,692,0
0.1221,717,0
0.1316,707,1
0.1158,697,0
0.1379,697,0
0.1411,702,1
0.1347,697,0
0.1316,727,0
0.0932,762,0
0.0932,742,0
0.1442,697,1
0.1411,672,0
0.0932,752,0
0.1189,772,0
0.1379,712,0
0.0768,802,0
0.1253,762,1
0.1379,692,0
0.08,792,0
0.1568,667,0
0.0963,757,0
0.1379,702,0
0.0768,797,0
0.1632,672,1
0.1095,692,0
0.16,702,1
0.1189,712,0
0.1189,722,0
0.1284,712,0
0.1474,687,1
0.1221,747,0
0.1568,667,0
0.1316,707,0
0.1253,712,0
0.1379,697,0
0.1632,667,0
0.1474,677,0
0.1316,702,0
0.1316,702,0
0.1537,687,0
0.1474,692,0
0.08,757,0
0.1411,692,1
0.1189,737,0
0.1537,672,0
0.1682,682,0
0.1095,777,0
0.1568,662,1
0.1635,677,0
0.08,787,0
0.1284,707,0
0.1474,687,0
0.1253,712,0
0.1347,722,1
0.0963,757,0
0.0768,812,0
0.1316,682,0
0.1442,672,0
0.1221,712,0
0.1726,662,0
0.1411,692,1
0.1505,667,0
0.1568,662,1
0.0932,757,0
0.1442,682,0
0.1253,727,0
0.1726,677,0
0.1221,782,0
0.08,782,0
0.0737,762,0
0.1221,712,0
0.0932,762,0
0.1682,667,0
0.1537,662,0
0.0932,792,0
0.0788,762,0
0.1347,692,0
0.1316,702,0
0.1379,692,0
0.1442,682,0
0.0963,747,1
0.1442,712,1
0.1537,662,0
0.16,677,0
0.1189,747,0
0.1537,702,0
0.1505,712,0
0.1537,712,0
0.1253,717,0
0.16,672,0
0.0932,802,0
0.1474,672,0
0.0963,752,0
0.16,662,0
0.1565,742,0
0.1663,687,1
0.1442,667,1
0.1316,697,0
0.1379,697,0
0.08,772,0
0.0963,747,0
0.0963,717,0
0.1411,702,0
0.0768,762,0
0.1411,697,0
0.1284,722,0
0.1505,682,0
0.1411,727,0
0.1316,687,1
0.1537,667,0
0.0963,742,0
0.0768,722,0
0.0932,762,0
0.1347,687,0
0.08,797,0
0.0774,777,0
0.1537,687,0
0.1663,672,0
0.08,772,0
0.0963,757,0
0.1253,702,1
0.1189,737,0
0.1284,742,1
0.1442,697,0
0.1505,662,0
0.1322,727,1
0.1253,732,0
0.1284,702,0
0.1632,667,0
0.1284,752,0
0.1253,702,0
0.1253,727,0
0.0737,772,0
0.08,752,0
0.1189,732,0
0.1189,677,1
0.1284,767,1
0.1221,717,0
0.1379,687,0
0.1442,672,0
0.0963,712,0
0.1663,682,0
0.1284,712,0
0.0963,747,0
0.0768,742,0
0.1442,687,0
0.16,662,0
0.1189,747,0
0.08,742,0
0.08,782,0
0.1221,727,0
0.1221,722,0
0.1411,702,0
0.1189,797,0
0.08,757,0
0.1221,727,0
0.1474,677,0
0.0768,782,0
0.1221,732,0
0.1392,677,0
0.1284,707,0
0.1474,687,0
0.1379,677,0
0.0932,752,0
0.1316,697,0
0.1316,692,0
0.1284,687,0
0.0932,762,0
0.0768,712,0
0.08,712,0
0.1284,707,0
0.1347,687,0
0.0932,782,0
0.1221,742,0
0.16,702,1
0.08,762,0
0.1568,662,0
0.1411,687,0
0.1221,807,0
0.1284,727,0
0.2086,667,0
0.0768,747,0
0.0963,737,0
0.1474,677,0
0.1221,737,0
0.1221,737,0
0.0963,777,0
0.1379,682,0
0.0932,767,0
0.08,772,1
0.1537,662,0
0.1189,737,0
0.16,667,0
0.1316,687,0
0.1379,692,0
0.0963,762,0
0.1221,717,0
0.1253,742,0
0.0737,772,0
0.08,777,0
0.0963,787,0
0.1758,667,1
0.1221,732,0
0.1189,742,0
0.1379,732,1
0.1474,677,0
0.1568,677,0
0.1316,757,0
0.1411,702,0
0.1284,687,0
0.0932,782,0
0.08,712,0
0.1221,772,0
0.0963,792,0
0.1316,722,0
0.0932,737,0
0.1347,712,0
0.0963,717,0
0.08,792,0
0.1442,682,0
0.1316,732,1
0.1442,682,0
0.1316,732,0
0.1379,677,0
0.1253,762,0
0.1189,722,0
0.0963,812,0
0.16,677,0
0.08,767,0
0.1189,717,0
0.0932,782,0
0.1474,682,0
0.1411,672,0
0.1221,722,0
0.1189,712,0
0.0932,757,0
0.1758,662,0
0.1347,692,0
0.1189,732,0
0.1347,722,0
0.1347,707,0
0.0963,777,0
0.1568,667,1
0.1726,677,0
0.1347,687,1
0.1347,682,0
0.1316,697,0
0.0963,777,0
0.1379,677,0
0.0932,737,0
0.1316,712,1
0.1158,752,0
0.1474,667,0
0.0963,757,0
0.1284,707,0
0.1316,687,0
0.0932,787,0
0.1347,722,0
0.0932,737,0
0.1253,707,0
0.0932,757,0
0.0963,747,0
0.1095,737,0
0.16,687,0
0.1379,707,0
0.16,672,0
0.08,752,0
0.0963,767,0
0.1411,692,0
0.0963,717,0
0.1379,687,0
0.1189,727,1
0.1726,667,0
0.08,747,0
0.1537,667,0
0.1316,737,0
0.0768,747,0
0.1158,752,0
0.08,777,0
0.1287,722,0
0.0932,712,0
0.1126,757,0
0.1189,752,0
0.0768,752,0
0.1253,697,0
0.1379,682,0
0.0768,747,0
0.1221,702,1
0.1426,667,0
0.0963,752,0
0.1411,682,0
0.0963,732,0
0.1253,742,1
0.1221,762,0
0.1218,752,0
0.1221,702,1
0.1253,752,0
0.0768,752,0
0.1126,732,0
0.1158,752,1
0.1126,712,0
0.0963,722,0
0.1284,702,0
0.16,752,0
0.0932,732,0
0.1158,747,0
0.0963,732,0
0.1126,742,0
0.1158,707,0
0.1158,707,1
0.0963,722,0
0.0932,747,0
0.1347,692,0
0.0963,717,0
0.1537,697,0
0.1316,682,0
0.1095,757,0
0.1126,707,0
0.1095,712,0
0.0932,787,0
0.1158,732,0
0.1253,687,0
0.1221,697,0
0.1474,697,1
0.1379,687,0
0.1221,692,1
0.1095,707,0
0.1126,747,0
0.1221,697,1
0.1221,702,0
0.1253,697,0
0.1347,702,0
0.08,807,0
0.1316,697,0
0.1158,722,0
0.0963,752,1
0.08,787,0
0.1253,767,0
0.1221,717,0
0.1126,742,0
0.08,757,1
0.1095,727,0
0.1474,692,0
0.0963,732,0
0.1189,702,0
0.1253,702,0
0.0963,717,1
0.1284,707,0
0.1189,767,0
0.1253,687,0
0.0768,712,0
0.1221,687,0
0.0963,782,1
0.1158,717,0
0.1221,692,0
0.1126,727,0
0.0932,757,0
0.0963,722,1
0.1126,732,0
0.1253,717,0
0.1253,687,0
0.1537,682,0
0.1126,722,0
0.1095,727,1
0.1221,692,1
0.1284,717,0
0.1316,692,0
0.1189,692,0
0.1221,737,0
